time,name,country,event,gender,year
01:59.9,Svetlana Uloga,Russia,800m,female,2016
01:59.9,Malika Akkaoui,Morocco,800m,female,2016
01:59.9,Chunyu Wang,China,800m,female,2016
02:00.0,Shannon Rowbury,United States,800m,female,2016
02:00.0,Renée Eykens,Belarus,800m,female,2016
02:00.0,Emily Jerotich,Kenya,800m,female,2016
02:00.0,Yusneysi Santiusti,Italy,800m,female,2016
02:00.0,Adelle Tracey,Great Britain,800m,female,2016
02:00.1,Aníta Hinriksdóttir,Iceland,800m,female,2016
03:55.2,Laura Muir,Great Britain,1500m,female,2016
03:56.4,Faith Kipyegon,Kenya,1500m,female,2016
03:56.5,Genzebe Dibaba,Ethiopia,1500m,female,2016
03:57.1,Sifan Hassan,Holland,1500m,female,2016
03:57.8,Shannon Rowbury,United States,1500m,female,2016
03:58.1,Dawit Seyaum,Ethiopia,1500m,female,2016
03:58.2,Jenny Simpson,United States,1500m,female,2016
03:59.3,Hellen Obiri,Kenya,1500m,female,2016
03:59.5,Besu Sado,Ethiopia,1500m,female,2016
04:00.2,Gudaf Tsegay,Ethiopia,1500m,female,2016
04:01.0,Sofia Ennaoui,Poland,1500m,female,2016
04:01.5,Ciara Mageean,Ireland,1500m,female,2016
04:01.8,Linden Hall,Australia,1500m,female,2016
04:02.0,Caster Semenya,South Africa,1500m,female,2016
04:02.6,Meraf Bahta,Sweden,1500m,female,2016
04:02.7,Winny Chebet,Kenya,1500m,female,2016
04:02.7,Laura Weightman,Great Britain,1500m,female,2016
04:03.0,Axumawit Embaye,Ethiopia,1500m,female,2016
04:03.2,Zoe Buckman,Australia,1500m,female,2016
04:03.2,Angelika Cichocka,Poland,1500m,female,2016
04:03.2,Amanda Eccleston,United States,1500m,female,2016
04:03.4,Shelby Houlihan,United States,1500m,female,2016
04:03.6,Brenda Martinez,United States,1500m,female,2016
04:03.7,Betlhem Desalegn,United Arab Emirates,1500m,female,2016
04:03.7,Eilish McColgan,Great Britain,1500m,female,2016
04:03.8,Maureen Koster,Holland,1500m,female,2016
04:03.9,Morgan Uceny,United States,1500m,female,2016
04:03.9,Rabab Arrafi,Morocco,1500m,female,2016
04:04.0,Sheila Reid,Canada,1500m,female,2016
04:04.0,Nicole Sifuentes,Canada,1500m,female,2016
04:04.1,Mary Kuria,Kenya,1500m,female,2016
04:04.3,Nelly Jepkosgei,Kenya,1500m,female,2016
04:04.5,Heather Kampf,United States,1500m,female,2016
04:04.6,Jenny Blundell,Australia,1500m,female,2016
04:05.2,Feyisa Adanech,Ethiopia,1500m,female,2016
04:05.2,Nancy Chepkwemoi,Kenya,1500m,female,2016
04:05.3,Lauren Johnson,United States,1500m,female,2016
04:05.3,Ingvill Måkestad Bovim,Norway,1500m,female,2016
04:05.4,Renata Plis,Poland,1500m,female,2016
04:05.4,Judy Kiyeng,Kenya,1500m,female,2016
08:52.8,Ruth Jebet,Bahrain,3000m Steeplechase,female,2016
09:00.0,Hyvin Jepkemoi,Kenya,3000m Steeplechase,female,2016
09:07.6,Emma Coburn,United States,3000m Steeplechase,female,2016
09:10.9,Beatrice Chepkoech,Kenya,3000m Steeplechase,female,2016
09:13.1,Sofia Assefa,Ethiopia,3000m Steeplechase,female,2016
09:14.3,Genevieve LaCaze,Australia,3000m Steeplechase,female,2016
09:16.9,Etenesh Diro,Ethiopia,3000m Steeplechase,female,2016
09:18.4,Gesa-Felicitas Krause,Germany,3000m Steeplechase,female,2016
09:18.7,Habiba Ghribi,Tunisia,3000m Steeplechase,female,2016
09:18.8,Leah O’Connor,United States,3000m Steeplechase,female,2016
09:19.0,Virginia Nyambura,Kenya,3000m Steeplechase,female,2016
09:19.5,Stephanie Garcia,United States,3000m Steeplechase,female,2016
09:19.8,Lalita Babar,India,3000m Steeplechase,female,2016
09:20.0,Colleen Quigley,United States,3000m Steeplechase,female,2016
09:20.4,Madeline Hills,Australia,3000m Steeplechase,female,2016
09:20.9,Courtney Frerichs,United States,3000m Steeplechase,female,2016
09:22.5,Purity Kirui,Kenya,3000m Steeplechase,female,2016
09:22.8,Lydia Chepkurui,Kenya,3000m Steeplechase,female,2016
09:23.5,Lydia Rotich,Kenya,3000m Steeplechase,female,2016
09:24.7,Yekaterina Ivonina,Russia,3000m Steeplechase,female,2016
09:24.7,Celphine Chespol,Kenya,3000m Steeplechase,female,2016
09:25.1,Norah Tanui (Ken),Kenya,3000m Steeplechase,female,2016
09:26.4,Gladys Kipkemboi (Ken),Kenya,3000m Steeplechase,female,2016
09:26.6,Sudha Singh (Ind),India,3000m Steeplechase,female,2016
09:27.2,Agnes Chesang (Ken),Kenya,3000m Steeplechase,female,2016
09:28.5,Luiza Gega (Alb),Albania,3000m Steeplechase,female,2016
09:28.5,Xinyan Zhang (Chn),China,3000m Steeplechase,female,2016
09:28.7,Shalaya Kipp (Oiselle),United States,3000m Steeplechase,female,2016
09:28.8,Caroline Chepkurui (Ken),Kenya,3000m Steeplechase,female,2016
09:29.0,Yekaterina Sokolenko (Rus),Russia,3000m Steeplechase,female,2016
09:29.8,Ashley Higginson (Saucony),United States,3000m Steeplechase,female,2016
09:30.1,Charlotta Fougberg (Swe),Sweden,3000m Steeplechase,female,2016
09:30.2,Geneviève Lalonde (Can),Canada,3000m Steeplechase,female,2016
09:30.5,Fabienne Schlumpf (Swi),Switzerland,3000m Steeplechase,female,2016
09:30.9,Mariya Shatalova (Ukr),Ukraine,3000m Steeplechase,female,2016
09:31.0,Peruth Chemutai (Uga),Uganda,3000m Steeplechase,female,2016
09:31.8,Aisha Praught (Jam),Jamaica,3000m Steeplechase,female,2016
09:31.8,Tigest Getent (Brn),Bahrain,3000m Steeplechase,female,2016
09:31.8,Tigist Mekonen (Bhr),Bahrain,3000m Steeplechase,female,2016
09:31.9,Sandra Eriksson (Fin),Finland,3000m Steeplechase,female,2016
14:12.6,Almaz Ayana (Eth),Ethiopia,5000m,female,2016
14:25.8,Hellen Obiri (Ken),Kenya,5000m,female,2016
14:26.2,Vivian Cheruiyot (Ken),Kenya,5000m,female,2016
14:29.5,Viola Kibiwot (Ken),Kenya,5000m,female,2016
14:29.8,Senbere Teferi (Eth),Ethiopia,5000m,female,2016
14:33.3,Etenesh Diro (Eth),Ethiopia,5000m,female,2016
14:33.9,Mercy Cherono (Ken),Kenya,5000m,female,2016
14:37.6,Yasemin Can (Tur),Turkey,5000m,female,2016
14:38.7,Janet Kisa (Ken),Kenya,5000m,female,2016
14:38.9,Shannon Rowbury (NikOP),United States,5000m,female,2016
14:39.6,Alice Nawowuna (Ken),Kenya,5000m,female,2016
14:41.6,Yeshaneh Ababel (Eth),Ethiopia,5000m,female,2016
14:41.7,Tirunesh Dibaba (Eth),Ethiopia,5000m,female,2016
14:42.6,Belaynesh Oljira (Eth),Ethiopia,5000m,female,2016
14:42.8,Dera Dida (Eth),Ethiopia,5000m,female,2016
14:43.4,Irene Cheptai (Ken),Kenya,5000m,female,2016
14:43.6,Alemitu Haroye (Eth),Ethiopia,5000m,female,2016
14:44.0,Sally Kipyego (Ken),Kenya,5000m,female,2016
14:44.7,Betsy Saina (Ken),Kenya,5000m,female,2016
14:45.6,Letesenbet Gidey (Eth),Ethiopia,5000m,female,2016
14:47.2,Margaret Kipkemboi (Ken),Kenya,5000m,female,2016
14:48.1,Molly Huddle (Saucony),United States,5000m,female,2016
14:50.0,Meraf Bahta (Swe),Sweden,5000m,female,2016
14:51.0,Genet Ayalew (Eth),Ethiopia,5000m,female,2016
14:57.5,Karoline Bjerkeli Grøvdal (Nor),Norway,5000m,female,2016
14:59.0,Steph Twell (GB),Great Britain,5000m,female,2016
14:59.8,Gelete Burka (Eth),Ethiopia,5000m,female,2016
15:00.2,Goytatom Gebreselassie (Eth),Ethiopia,5000m,female,2016
15:00.7,Susan Kuijken (Hol),Holland,5000m,female,2016
15:00.9,Emily Infeld (BowTC),United States,5000m,female,2016
15:01.6,Eloise Wellings (Aus),Australia,5000m,female,2016
15:02.7,Agnes Tirop (Ken),Kenya,5000m,female,2016
15:04.1,Madeline Hills (Aus),Australia,5000m,female,2016
15:04.1,Nicole Tully (Hoka),United States,5000m,female,2016
15:05.0,Eilish McColgan (GB),Great Britain,5000m,female,2016
15:05.5,Sheila Chepkirui (Ken),Kenya,5000m,female,2016
15:06.0,Marielle Hall (Nike),United States,5000m,female,2016
15:06.1,Shelby Houlihan (BowTC),United States,5000m,female,2016
15:06.5,Sintayehu Lewetegn (Eth),Ethiopia,5000m,female,2016
15:06.7,Genevieve LaCaze (Aus),Australia,5000m,female,2016
29:17.4,Almaz Ayana (Eth),Ethiopia,10000m,female,2016
29:32.5,Vivian Cheruiyot (Ken),Kenya,10000m,female,2016
29:42.6,Tirunesh Dibaba (Eth),Ethiopia,10000m,female,2016
29:53.5,Alice Nawowuna (Ken),Kenya,10000m,female,2016
30:07.8,Betsy Saina (Ken),Kenya,10000m,female,2016
30:13.2,Molly Huddle (Saucony),United States,10000m,female,2016
30:26.4,Yasemin Can (Tur),Turkey,10000m,female,2016
30:26.7,Gelete Burka (Eth),Ethiopia,10000m,female,2016
30:36.8,Netsanet Gudeta (Eth),Ethiopia,10000m,female,2016
30:37.4,Genet Ayalew (Eth),Ethiopia,10000m,female,2016
30:40.6,Senbere Teferi (Eth),Ethiopia,10000m,female,2016
30:50.3,Belaynesh Oljira (Eth),Ethiopia,10000m,female,2016
30:54.1,Yeshaneh Ababel (Eth),Ethiopia,10000m,female,2016
30:54.6,Tadelech Bekele (Eth),Ethiopia,10000m,female,2016
31:10.3,Alia Mohamed Saeed (UAE),United Arab Emirates,10000m,female,2016
31:14.1,Karoline Bjerkeli Grøvdal (Nor),Norway,10000m,female,2016
31:14.5,Goytatom Gebreselassie (Eth),Ethiopia,10000m,female,2016
31:14.9,Eloise Wellings (Aus),Australia,10000m,female,2016
31:15.4,Irene Cheptai (Ken),Kenya,10000m,female,2016
31:16.4,Caroline Kipkirui (Ken),Kenya,10000m,female,2016
31:18.2,Ayuko Suzuki (Jpn),Japan,10000m,female,2016
31:19.0,Dulce Félix (Por),Portugal,10000m,female,2016
31:22.9,Hanami Sekine (Jpn),Japan,10000m,female,2016
31:26.9,Emily Infeld (BowTC),United States,10000m,female,2016
31:27.7,Jackline Chepngeno (Ken),Kenya,10000m,female,2016
31:28.3,Joyline Jepkosgei (Ken),Kenya,10000m,female,2016
31:28.4,Sarah Lahti (Swe),Sweden,10000m,female,2016
31:28.7,Diane Nukuri (Bur),Burkina Faso,10000m,female,2016
31:30.7,Fionnuala McCormack (Ire),Ireland,10000m,female,2016
31:32.4,Susan Kuijken (Hol),Holland,10000m,female,2016
31:33.4,Jo Pavey (GB),Great Britain,10000m,female,2016
31:35.8,Yuka Takashima (Jpn),Japan,10000m,female,2016
31:35.9,Jess Andrews (GB),Great Britain,10000m,female,2016
31:36.2,Alexi Pappas (Gre),Greece,10000m,female,2016
31:36.9,Darya Maslova (Kir),kiribati,10000m,female,2016
31:37.4,Veronica Inglese (Ita),Italy,10000m,female,2016
31:37.5,Marielle Hall (Nike),United States,10000m,female,2016
31:38.0,Juliet Chekwel (Uga),,10000m,female,2016
31:38.6,Buze Diriba (Eth),Uganda,10000m,female,2016
31:38.8,Miyuki Uehara (Jpn),Japan,10000m,female,2016
2:19:41,Tirfe Tsegaye (Eth),Ethiopia,marathon,female,2016
2:20:45,Aberu Kebede (Eth),Ethiopia,marathon,female,2016
2:20:48,Amane Beriso (Eth),Ethiopia,marathon,female,2016
2:21:27,Helah Kiprop (Ken),Kenya,marathon,female,2016
2:21:32,Florence Kiplagat (Ken),Kenya,marathon,female,2016
2:21:51,Amane Gobena (Eth),Ethiopia,marathon,female,2016
2:21:54,Meselech Melkamu (Eth),Ethiopia,marathon,female,2016
2:22:17,Kayoko Fukushi (Jpn),Japan,marathon,female,2016
2:22:36,Edna Kiplagat (Ken),Kenya,marathon,female,2016
2:22:40,Eunice Jepkirui (Bhr),Bahrain,marathon,female,2016
2:22:58,Jemima Sumgong (Ken),Kenya,marathon,female,2016
2:23:03,Tigist Tufa (Eth),Ethiopia,marathon,female,2016
2:23:16,Birhane Dibaba (Eth),Ethiopia,marathon,female,2016
2:23:18,Filomena Cheyech (Ken),Kenya,marathon,female,2016
2:23:19,Tomomi Tanaka (Jpn),Japan,marathon,female,2016
2:23:20,Rei Ohara (Jpn),Japan,marathon,female,2016
2:23:41,Valentine Kipketer (Ken),Kenya,marathon,female,2016
2:23:54,Volha Mazuronak (Blr),Belarus,marathon,female,2016
2:23:57,Aselefech Mergia (Eth),Ethiopia,marathon,female,2016
2:24:00,Sutume Asefa (Eth),Ethiopia,marathon,female,2016
2:24:04,Workenesh Edesa (Eth),Ethiopia,marathon,female,2016
2:24:09,Mare Dibaba (Eth),Ethiopia,marathon,female,2016
2:24:13,Sarah Chepchirchir (Ken),Kenya,marathon,female,2016
2:24:14,Rose Chelimo (Bhr),Bahrain,marathon,female,2016
2:24:24,Mulu Seboka (Eth),Ethiopia,marathon,female,2016
2:24:26,Mary Keitany (Ken),Kenya,marathon,female,2016
2:24:27,Abebech Afework (Eth),Ethiopia,marathon,female,2016
2:24:28,Melkaw Gizaw (Eth),Ethiopia,marathon,female,2016
2:24:31,Shuko Genemo (Eth),Ethiopia,marathon,female,2016
2:24:32,Mao Kiyota (Jpn),Japan,marathon,female,2016
2:24:32,Marta Lema (Eth),Ethiopia,marathon,female,2016
2:24:38,Reina Iwade (Jpn),Japan,marathon,female,2016
2:24:41,Ruti Aga (Eth),Ethiopia,marathon,female,2016
2:24:45,Brigid Kosgei (Ken),Kenya,marathon,female,2016
2:24:46,Lucy Karimi (Ken),Kenya,marathon,female,2016
2:24:47,Purity Rionoripo (Ken),Kenya,marathon,female,2016
2:24:48,Valary Aiyabei (Ken),Kenya,marathon,female,2016
2:24:49,Yebrgual Melese (Eth),Ethiopia,marathon,female,2016
2:24:59,Agnes Barsosio (Ken),Kenya,marathon,female,2016
2:25:00,Eunice Chumba (Bhr),Bahrain,marathon,female,2016
01:57.0,Eunice Sum (Kenya),Kenya,800m,female,2015
01:57.5,Melissa Bishop (Canada),Canada,800m,female,2015
01:57.5,Maryna Arzamasova (Belarus),Belarus,800m,female,2015
01:57.6,Francine Niyonsaba (Burundi),Burndi,800m,female,2015
01:57.7,Rose Almanza (Cuba),Cuba,800m,female,2015
01:57.7,Lynsey Sharp (Great Britain),Great Britain,800m,female,2015
01:57.9,Ajee’ Wilson (US),United States,800m,female,2015
01:58.0,Selina Büchel (Switzerland),Switzerland,800m,female,2015
01:58.0,Faith Kipyegon (Kenya),Kenya,800m,female,2015
01:58.3,Fabienne Kohlmann (Germany),Germany,800m,female,2015
01:58.4,Joanna Jóźwik (Poland),Poland,800m,female,2015
01:58.5,Sifan Hassan (Holland),Holland,800m,female,2015
01:58.5,Rabab Arrafi (Morocco),Morocco,800m,female,2015
01:58.6,Nataliya Lupu (Ukraine),Ukraine,800m,female,2015
01:58.6,Olha Lyakhova (Ukraine),Ukraine,800m,female,2015
01:58.7,Molly Ludlow (US),United States,800m,female,2015
01:58.9,Renelle Lamote (France),France,800m,female,2015
01:58.9,Shelayna Oskan-Clarke (Great Britain),Great Britain,800m,female,2015
01:59.0,Malika Akkaoui (Morocco),Morocco,800m,female,2015
01:59.0,Brenda Martinez (US),United States,800m,female,2015
01:59.0,Angie Petty (New Zealand),New Zealand,800m,female,2015
01:59.1,Chanelle Price (US),United States,800m,female,2015
01:59.1,Lucia Klocová (Slovakia),Slovakia,800m,female,2015
01:59.2,Alysia Montaño (US),United States,800m,female,2015
01:59.2,Jenny Meadows (Great Britain),Great Britain,800m,female,2015
01:59.3,Simoya Campbell (Jamaica),Jamaica,800m,female,2015
01:59.4,Janeth Jepkosgei (Kenya),Kenya,800m,female,2015
01:59.5,Christina Hering (Germany),Germany,800m,female,2015
01:59.6,Angelika Cichocka (Poland),Poland,800m,female,2015
01:59.6,Fiona Benson (Canada),Canada,800m,female,2015
01:59.6,Caster Semenya (South Africa),South Africa,800m,female,2015
01:59.6,Natoya Goule (Jamaica),Jamaica,800m,female,2015
01:59.7,Raevyn Rogers (US),United States,800m,female,2015
01:59.9,Amela Terzić (Serbia),Serbia,800m,female,2015
01:59.9,Sahily Diago (Cuba),Cuba,800m,female,2015
02:00.0,Abeba Aregawi (Sweden),Sweden,800m,female,2015
02:00.0,Shannon Rowbury (US),United States,800m,female,2015
02:00.1,Maggie Vessey (US),United States,800m,female,2015
02:00.1,Sofia Ennaoui (Poland),Poland,800m,female,2015
02:00.1,Yekaterina Sharmina (Russia),Russia,800m,female,2015
03:50.1,Genzebe Dibaba (Ethiopia),Ethiopia,1500m,female,2015
03:56.0,Sifan Hassan (Holland),Holland,1500m,female,2015
03:56.3,Shannon Rowbury (US),United States,1500m,female,2015
03:57.3,Jenny Simpson (US),United States,1500m,female,2015
03:58.7,Laura Muir (Great Britain),Great Britain,1500m,female,2015
03:59.3,Faith Kipyegon (Kenya),Kenya,1500m,female,2015
03:59.8,Dawit Seyaum (Ethiopia),Ethiopia,1500m,female,2015
03:59.8,Maureen Koster (Holland),Holland,1500m,female,2015
04:00.7,Besu Sado (Ethiopia),Ethiopia,1500m,female,2015
04:01.3,Mercy Cherono (Kenya),Kenya,1500m,female,2015
04:01.4,Viola Kibiwot (Kenya),Kenya,1500m,female,2015
04:01.5,Anna Shchagina (Russia),Russia,1500m,female,2015
04:01.9,Senbere Teferi (Ethiopia),Ethiopia,1500m,female,2015
04:01.9,Anna Mishchenko (Ukraine),Ukraine,1500m,female,2015
04:02.0,Abeba Aregawi (Sweden),Sweden,1500m,female,2015
04:02.6,Luiza Gega (Albania),Albania,1500m,female,2015
04:02.9,Axumawit Embaye (Ethiopia),Ethiopia,1500m,female,2015
04:02.9,Rabab Arrafi (Morocco),Morocco,1500m,female,2015
04:03.1,Angelika Cichocka (Poland),Poland,1500m,female,2015
04:03.1,Nancy Chepkwemoi (Kenya),Kenya,1500m,female,2015
04:03.1,Gudaf Tsegay (Ethiopia),Ethiopia,1500m,female,2015
04:03.2,Sarah Brown (US),United States,1500m,female,2015
04:03.3,Beatrice Chepkoech (Kenya),Kenya,1500m,female,2015
04:03.4,Alexa Efraimson (US),United States,1500m,female,2015
04:03.6,Kerri Gallagher (US),United States,1500m,female,2015
04:03.8,Katie Mackey (US),United States,1500m,female,2015
04:04.1,Violah Lagat (Kenya),Kenya,1500m,female,2015
04:04.2,Lauren Johnson (US),United States,1500m,female,2015
04:04.3,Sofia Ennaoui (Poland),Poland,1500m,female,2015
04:04.3,Gabe Grunewald (US),United States,1500m,female,2015
04:04.3,Treniere Moser (US),United States,1500m,female,2015
04:04.5,Tatyana Tomashova (Russia),Russia,1500m,female,2015
04:04.5,Malika Akkaoui (Morocco),Morocco,1500m,female,2015
04:04.5,Heather Kampf (US),United States,1500m,female,2015
04:04.7,Siham Hilali (Morocco),Morocco,1500m,female,2015
04:04.7,Laura Weightman (Great Britain),Great Britain,1500m,female,2015
04:04.7,Renata Pliś (Poland),Poland,1500m,female,2015
04:04.8,Amela Terzić (Serbia),Serbia,1500m,female,2015
04:05.0,Nikki Hamblin (New Zealand),New Zealand,1500m,female,2015
04:05.1,Emma Coburn (US),United States,1500m,female,2015
09:05.4,Habiba Ghribi (Tunisia),Tunisia,3000m Steeplechase,female,2015
09:10.2,Hyvin Jepkemoi (Kenya),Kenya,3000m Steeplechase,female,2015
09:12.6,Sofia Assefa (Ethiopia),Ethiopia,3000m Steeplechase,female,2015
09:13.9,Virginia Nyambura (Kenya),Kenya,3000m Steeplechase,female,2015
09:14.7,Hiwot Ayalew (Ethiopia),Ethiopia,3000m Steeplechase,female,2015
09:15.6,Emma Coburn (US),United States,3000m Steeplechase,female,2015
09:17.7,Purity Kirui (Kenya),Kenya,3000m Steeplechase,female,2015
09:19.3,Gesa-Felicitas Krause (Germany),Germany,3000m Steeplechase,female,2015
09:20.4,Lydia Chepkurui (Kenya),Kenya,3000m Steeplechase,female,2015
09:20.6,Salima Alami (Morocco),Morocco,3000m Steeplechase,female,2015
09:20.7,Tigist Mekonen (Bahrain),Bahrain,3000m Steeplechase,female,2015
09:21.4,Ruth Chebet (Bahrain),Bahrain,3000m Steeplechase,female,2015
09:21.6,Madeleine Heiner (Australia),Australia,3000m Steeplechase,female,2015
09:23.5,Stephanie Garcia (US),United States,3000m Steeplechase,female,2015
09:24.9,Birtukan Fente (Ethiopia),Ethiopia,3000m Steeplechase,female,2015
09:24.9,Colleen Quigley (US),United States,3000m Steeplechase,female,2015
09:25.8,Yekaterina Sokolenko (Russia),Russia,3000m Steeplechase,female,2015
09:25.9,Rosefline Chepngetich (Kenya),Kenya,3000m Steeplechase,female,2015
09:27.9,Lalita Babar (India),India,3000m Steeplechase,female,2015
09:27.9,Fadwa Sidi Madane (Morocco),Morocco,3000m Steeplechase,female,2015
09:29.1,Etenesh Diro (Ethiopia),Ethiopia,3000m Steeplechase,female,2015
09:29.2,Magdalene Masai (Kenya),Kenya,3000m Steeplechase,female,2015
09:30.2,Özlem Kaya (Turkey),Turkey,3000m Steeplechase,female,2015
09:30.9,Hanane Ouhaddou (Morocco),Morocco,3000m Steeplechase,female,2015
09:31.0,Leah O’Connor (US),United States,3000m Steeplechase,female,2015
09:31.3,Ashley Higginson (US),United States,3000m Steeplechase,female,2015
09:31.4,Courtney Frerichs (US),United States,3000m Steeplechase,female,2015
09:31.7,Sviatlana Kudzelich (Belarus),Belarus,3000m Steeplechase,female,2015
09:33.3,Tuğba Güvenç (Turkey),Turkey,3000m Steeplechase,female,2015
09:33.4,Silvia Danekova (Bulgaria),Bulgaria,3000m Steeplechase,female,2015
09:34.2,Caroline Chepkurui (Kenya),Kenya,3000m Steeplechase,female,2015
09:35.1,Natalya Aristarkhova (Russia),Russia,3000m Steeplechase,female,2015
09:35.1,Maruša Mišmaš (Slovenia),Slovenia,3000m Steeplechase,female,2015
09:35.2,Genevieve LaCaze (Australia),Australia,3000m Steeplechase,female,2015
09:35.6,Ophélie Claude-Boxberger (France),France,3000m Steeplechase,female,2015
09:35.7,Geneviève Lalonde (Canada),Canada,3000m Steeplechase,female,2015
09:36.0,Natalya Vlasova (Russia),Russia,3000m Steeplechase,female,2015
09:36.1,Amina Betiche (Algeria),Algeria,3000m Steeplechase,female,2015
